VTX,IDX,Position[0],Position[1],Position[2],Position[3],Normal[0],Normal[1],Normal[2],TexCoord0[0],TexCoord0[1]
1915,438,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1267453879,-0.9500603676
1916,424,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1738558859,-0.9475036860
1917,439,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4817398787,-0.9723572135
1918,404,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3854889870,-0.9212282896
1919,455,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4078200459,-0.9614927769
1920,424,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1738558859,-0.9475036860
1921,423,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2294785827,-0.9462714195
1922,405,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1824335903,-0.9356979728
1923,653,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8511423469,-0.0236365832
1924,655,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7962923646,-0.0678230971
1925,407,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8105039001,-0.0092568714
1926,661,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8161714673,-0.2011580765
1927,420,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8291308284,-0.2437240481
1928,408,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8113220930,-0.2447157800
1929,408,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8113220930,-0.2447157800
1930,656,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7982451320,-0.2040611506
1931,661,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8161714673,-0.2011580765
1932,654,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9064953923,-0.0261016041
1933,410,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8904871345,-0.0080098212
1934,413,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9397631288,-0.0075214356
1935,672,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9308390617,-0.0340657420
1936,653,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8511423469,-0.0236365832
1937,412,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9083145857,-0.0049691834
1938,414,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9490342140,-0.2429094017
1939,417,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9291692972,-0.2432052791
1940,671,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9488804340,-0.2292902768
1941,671,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9488804340,-0.2292902768
1942,673,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9664127827,-0.2158777416
1943,414,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9490342140,-0.2429094017
1944,662,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9271929860,-0.2012518942
1945,670,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9397287369,-0.2013755739
1946,417,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9291692972,-0.2432052791
1947,417,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9291692972,-0.2432052791
1948,670,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9397287369,-0.2013755739
1949,671,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9488804340,-0.2292902768
1950,661,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8161714673,-0.2011580765
1951,418,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9291692972,-0.2426173687
1952,421,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8291308284,-0.2431361377
1953,662,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9271929860,-0.2012518942
1954,418,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9291692972,-0.2426173687
1955,661,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8161714673,-0.2011580765
1956,443,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2077587694,-0.9636909962
1957,423,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2294785827,-0.9462714195
1958,424,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1738558859,-0.9475036860
1959,446,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2447751611,-0.9401131272
1960,423,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2294785827,-0.9462714195
1961,443,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2077587694,-0.9636909962
1962,435,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1616011858,-0.9540593028
1963,424,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1738558859,-0.9475036860
1964,438,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1267453879,-0.9500603676
1965,443,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2077587694,-0.9636909962
1966,424,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1738558859,-0.9475036860
1967,435,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1616011858,-0.9540593028
1968,626,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1900165677,-0.9484464526
1969,470,4229817375284141100000000.0000000000,6040336771311494600000000.0000000000,6575872845426641100000000.0000000000,1.0000000000,5823942628268826300000000.0000000000,32716744072447658000000000.0000000000,20074357949408176000000000.0000000000,0.1972840428,-0.9860295653
1970,429,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2666689157,-0.9552026391
1971,523,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1665610671,-0.8971672654
1972,626,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1900165677,-0.9484464526
1973,429,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2666689157,-0.9552026391
1974,628,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1076823398,-0.4522410929
1975,430,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2668862343,-0.4530467987
1976,468,-2780536821457351800000000.0000000000,5158509770533387800000000.0000000000,-199559471462775290000000.0000000000,1.0000000000,-34066201800101825000000000.0000000000,27491500899384616000000000.0000000000,-18572748017869539000000000.0000000000,0.0812552124,-0.4207965434
1977,522,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1184481606,-0.4805838168
1978,430,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2668862343,-0.4530467987
1979,628,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1076823398,-0.4522410929
1980,442,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5285030603,-0.5049070716
1981,444,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5380349159,-0.5292692184
1982,436,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5415478945,-0.5106830001
1983,441,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4489188790,-0.8468856215
1984,437,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5510646701,-0.8475126624
1985,440,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5505409241,-0.8335821629
1986,462,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2278791368,-0.6491519213
1987,456,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1839586049,-0.6484286785
1988,492,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2041731477,-0.6815500259
1989,457,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3104391992,-0.0401936918
1990,465,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2071376443,-0.0443043225
1991,827,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2182184905,-0.1422388703
1992,458,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3105647266,-0.0399897695
1993,828,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2182205766,-0.1422387958
1994,495,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3332704306,-0.1252686977
1995,459,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6709756255,-0.6672884226
1996,463,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7476550937,-0.6642004848
1997,1051,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7290565372,-0.6541097164
1998,466,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6108157039,-0.6688424945
1999,459,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6709756255,-0.6672884226
2000,1052,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6601580381,-0.6565525532
2001,459,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6709756255,-0.6672884226
2002,1051,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.7290565372,-0.6541097164
2003,1052,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6601580381,-0.6565525532
2004,460,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0930378288,-0.0659348667
2005,887,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1029757112,-0.1626518518
2006,465,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2071376443,-0.0443043225
2007,460,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0930378288,-0.0659348667
2008,891,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0703248978,-0.1732512712
2009,887,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1029757112,-0.1626518518
2010,501,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6783666611,-0.4747989178
2011,461,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6748585701,-0.5047388673
2012,467,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6852270365,-0.5049482584
2013,462,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2278791368,-0.6491519213
2014,492,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2041731477,-0.6815500259
2015,490,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2349838316,-0.6920645833
2016,464,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1691567004,-0.6614164114
2017,1047,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1759731472,-0.6464726925
2018,517,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1496699750,-0.6400300264
2019,827,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2182184905,-0.1422388703
2020,465,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2071376443,-0.0443043225
2021,887,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1029757112,-0.1626518518
2022,466,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6108157039,-0.6688424945
2023,1052,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6601580381,-0.6565525532
2024,1048,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6516290307,-0.6554232836
2025,501,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6783666611,-0.4747989178
2026,467,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6852270365,-0.5049482584
2027,520,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6870322227,-0.4759151042
2028,627,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#INF000000,-1.#INF000000,1.#INF000000,0.0738910511,-0.4406021535
2029,468,-2780536821457351800000000.0000000000,5158509770533387800000000.0000000000,-199559471462775290000000.0000000000,1.0000000000,-34066201800101825000000000.0000000000,27491500899384616000000000.0000000000,-18572748017869539000000000.0000000000,0.0812552124,-0.4207965434
2030,473,-537604127064035080000000.0000000000,9738837476956974100000000.0000000000,3909480152841761700000000.0000000000,1.0000000000,-29522920920385770000000000.0000000000,49818646716207488000000000.0000000000,-4355820166522623400000000.0000000000,0.0510174334,-0.4198138714
2031,628,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1076823398,-0.4522410929
2032,468,-2780536821457351800000000.0000000000,5158509770533387800000000.0000000000,-199559471462775290000000.0000000000,1.0000000000,-34066201800101825000000000.0000000000,27491500899384616000000000.0000000000,-18572748017869539000000000.0000000000,0.0812552124,-0.4207965434
2033,627,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#INF000000,-1.#INF000000,1.#INF000000,0.0738910511,-0.4406021535
2034,469,-2780536821457351800000000.0000000000,5158509770533387800000000.0000000000,-199559471462775290000000.0000000000,1.0000000000,-34066201800101825000000000.0000000000,27491500899384616000000000.0000000000,-18572748017869539000000000.0000000000,0.5940848589,-0.1886681616
2035,476,-1964255425828777300000000.0000000000,1379945728037178500000000.0000000000,-1163587757906717200000000.0000000000,1.0000000000,-13660904650325281000000000.0000000000,8510483200607462600000000.0000000000,-8583263676428779000000000.0000000000,0.7540277243,-0.1911253035
2036,475,-537604127064035080000000.0000000000,9738837476956974100000000.0000000000,3909480152841761700000000.0000000000,1.0000000000,-29522920920385770000000000.0000000000,49818646716207488000000000.0000000000,-4355820166522623400000000.0000000000,0.5955718160,-0.2755219638
2037,488,626104399370289710000000.0000000000,9588629098729271000000000.0000000000,4900238059678885000000000.0000000000,1.0000000000,-10751357353654304000000000.0000000000,49319214955469857000000000.0000000000,12494664596497216000000000.0000000000,0.0116249258,-0.9944979548
2038,470,4229817375284141100000000.0000000000,6040336771311494600000000.0000000000,6575872845426641100000000.0000000000,1.0000000000,5823942628268826300000000.0000000000,32716744072447658000000000.0000000000,20074357949408176000000000.0000000000,0.1972840428,-0.9860295653
2039,626,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1900165677,-0.9484464526
2040,471,4229817375284141100000000.0000000000,6040336771311494600000000.0000000000,6575872845426641100000000.0000000000,1.0000000000,5823942628268826300000000.0000000000,32716744072447658000000000.0000000000,20074357949408176000000000.0000000000,0.5941095948,-0.1998176128
2041,486,-1192904245925860100000000.0000000000,8151170025549968000000000.0000000000,2596302270864186900000000.0000000000,1.0000000000,2449003578283735400000000.0000000000,49648876718811121000000000.0000000000,24651620037551012000000000.0000000000,0.7518234849,-0.2991984189
2042,484,1962129150343906200000000.0000000000,4908764490666204900000000.0000000000,4001936963521450900000000.0000000000,1.0000000000,24468833556367634000000000.0000000000,31436849016695449000000000.0000000000,36457118887140458000000000.0000000000,0.7546181083,-0.1954498887
2043,489,626104399370289710000000.0000000000,9588629098729271000000000.0000000000,4900238059678885000000000.0000000000,1.0000000000,-10751357353654304000000000.0000000000,49319214955469857000000000.0000000000,12494664596497216000000000.0000000000,0.5960392356,-0.2984762192
2044,486,-1192904245925860100000000.0000000000,8151170025549968000000000.0000000000,2596302270864186900000000.0000000000,1.0000000000,2449003578283735400000000.0000000000,49648876718811121000000000.0000000000,24651620037551012000000000.0000000000,0.7518234849,-0.2991984189
2045,471,4229817375284141100000000.0000000000,6040336771311494600000000.0000000000,6575872845426641100000000.0000000000,1.0000000000,5823942628268826300000000.0000000000,32716744072447658000000000.0000000000,20074357949408176000000000.0000000000,0.5941095948,-0.1998176128
2046,487,626104399370289710000000.0000000000,9588629098729271000000000.0000000000,4900238059678885000000000.0000000000,1.0000000000,-10751357353654304000000000.0000000000,49319214955469857000000000.0000000000,12494664596497216000000000.0000000000,0.0114163421,-0.4197902679
2047,627,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#INF000000,-1.#INF000000,1.#INF000000,0.0738910511,-0.4406021535
2048,473,-537604127064035080000000.0000000000,9738837476956974100000000.0000000000,3909480152841761700000000.0000000000,1.0000000000,-29522920920385770000000000.0000000000,49818646716207488000000000.0000000000,-4355820166522623400000000.0000000000,0.0510174334,-0.4198138714
2049,489,626104399370289710000000.0000000000,9588629098729271000000000.0000000000,4900238059678885000000000.0000000000,1.0000000000,-10751357353654304000000000.0000000000,49319214955469857000000000.0000000000,12494664596497216000000000.0000000000,0.5960392356,-0.2984762192
2050,474,-537604127064035080000000.0000000000,9738837476956974100000000.0000000000,3909480152841761700000000.0000000000,1.0000000000,-29522920920385770000000000.0000000000,49818646716207488000000000.0000000000,-4355820166522623400000000.0000000000,0.5950769186,-0.1997818798
2051,479,-3443174709235247100000000.0000000000,8896617365087378600000000.0000000000,885963827251824240000000.0000000000,1.0000000000,-22333818926491536000000000.0000000000,53201018651132779000000000.0000000000,3711580023654491900000000.0000000000,0.7539259791,-0.1943811178
2052,476,-1964255425828777300000000.0000000000,1379945728037178500000000.0000000000,-1163587757906717200000000.0000000000,1.0000000000,-13660904650325281000000000.0000000000,8510483200607462600000000.0000000000,-8583263676428779000000000.0000000000,0.7540277243,-0.1911253035
2053,478,-3443174709235247100000000.0000000000,8896617365087378600000000.0000000000,885963827251824240000000.0000000000,1.0000000000,-22333818926491536000000000.0000000000,53201018651132779000000000.0000000000,3711580023654491900000000.0000000000,0.7519300580,-0.2831453681
2054,475,-537604127064035080000000.0000000000,9738837476956974100000000.0000000000,3909480152841761700000000.0000000000,1.0000000000,-29522920920385770000000000.0000000000,49818646716207488000000000.0000000000,-4355820166522623400000000.0000000000,0.5955718160,-0.2755219638
2055,912,-411188157581339290000000.0000000000,-2422041067746623500000000.0000000000,-1467958314546984400000000.0000000000,1.0000000000,5344299612236267400000000.0000000000,-37753390039944102000000000.0000000000,-12189659212453474000000000.0000000000,0.9009388685,-0.9620170593
2056,481,-3443174709235247100000000.0000000000,8896617365087378600000000.0000000000,885963827251824240000000.0000000000,1.0000000000,-22333818926491536000000000.0000000000,53201018651132779000000000.0000000000,3711580023654491900000000.0000000000,0.8285561800,-0.9872618914
2057,477,-1964255425828777300000000.0000000000,1379945728037178500000000.0000000000,-1163587757906717200000000.0000000000,1.0000000000,-13660904650325281000000000.0000000000,8510483200607462600000000.0000000000,-8583263676428779000000000.0000000000,0.9178889394,-0.9824858904
2058,910,-3182688236170394600000000.0000000000,-178606708383614690000000.0000000000,-2975884382433422100000000.0000000000,1.0000000000,9908207410591242900000.0000000000,-21295255705926642000000000.0000000000,-9608946457944205200000000.0000000000,0.9582740068,-0.9623927474
2059,912,-411188157581339290000000.0000000000,-2422041067746623500000000.0000000000,-1467958314546984400000000.0000000000,1.0000000000,5344299612236267400000000.0000000000,-37753390039944102000000000.0000000000,-12189659212453474000000000.0000000000,0.9009388685,-0.9620170593
2060,477,-1964255425828777300000000.0000000000,1379945728037178500000000.0000000000,-1163587757906717200000000.0000000000,1.0000000000,-13660904650325281000000000.0000000000,8510483200607462600000000.0000000000,-8583263676428779000000000.0000000000,0.9178889394,-0.9824858904
2061,489,626104399370289710000000.0000000000,9588629098729271000000000.0000000000,4900238059678885000000000.0000000000,1.0000000000,-10751357353654304000000000.0000000000,49319214955469857000000000.0000000000,12494664596497216000000000.0000000000,0.5960392356,-0.2984762192
2062,479,-3443174709235247100000000.0000000000,8896617365087378600000000.0000000000,885963827251824240000000.0000000000,1.0000000000,-22333818926491536000000000.0000000000,53201018651132779000000000.0000000000,3711580023654491900000000.0000000000,0.7539259791,-0.1943811178
2063,486,-1192904245925860100000000.0000000000,8151170025549968000000000.0000000000,2596302270864186900000000.0000000000,1.0000000000,2449003578283735400000000.0000000000,49648876718811121000000000.0000000000,24651620037551012000000000.0000000000,0.7518234849,-0.2991984189
2064,913,1277480261660809200000000.0000000000,-2030699877406338800000000.0000000000,244932336988607570000000.0000000000,1.0000000000,12580714045915052000000000.0000000000,-26141215374090142000000000.0000000000,-362245847077244220000000.0000000000,0.8185078502,-0.9702100754
2065,485,-1192904245925860100000000.0000000000,8151170025549968000000000.0000000000,2596302270864186900000000.0000000000,1.0000000000,2449003578283735400000000.0000000000,49648876718811121000000000.0000000000,24651620037551012000000000.0000000000,0.7159972787,-0.9904847145
2066,480,-3443174709235247100000000.0000000000,8896617365087378600000000.0000000000,885963827251824240000000.0000000000,1.0000000000,-22333818926491536000000000.0000000000,53201018651132779000000000.0000000000,3711580023654491900000000.0000000000,0.7546980381,-0.9932026863
2067,912,-411188157581339290000000.0000000000,-2422041067746623500000000.0000000000,-1467958314546984400000000.0000000000,1.0000000000,5344299612236267400000000.0000000000,-37753390039944102000000000.0000000000,-12189659212453474000000000.0000000000,0.9009388685,-0.9620170593
2068,914,1277480261660809200000000.0000000000,-2030699877406338800000000.0000000000,244932336988607570000000.0000000000,1.0000000000,12580714045915052000000000.0000000000,-26141215374090142000000000.0000000000,-362245847077244220000000.0000000000,0.8185263872,-0.9689917564
